key,field,en,source
Amsterdam_1695,frontispiece,"Euclid's
Principles
of
Geometry
To which is added
the Twelfth Chapter
By
C.G. Voogt, Geometer

1695

In Amsterdam
By Johannes Van Keulen, Bookseller
on the Nieuwe Brug (New Bridge), at the Sign of the Crowned
Pilot,
With Privilege",summer_2025
Amsterdam_1697,title,"COURSE
OF
MATHEMATICS,
WHICH INCLUDES
All the most useful & the most neces-
sary parts for a man of War, & for all
those who wish to perfect themselves in this
Science.

SECOND VOLUME.
Which contains Arithmetic, Trigonometry, & the Tables
of Sines.

By Mr. OZANAM, Professor of
Mathematics.

NEW EDITION REVISED AND CORRECTED",summer_2025
Amsterdam_1697,imprint,"IN AMSTERDAM,
At GEORGE GALLET’s.
1697.",summer_2025
Paris_1697,title,"[Vol. 1]: COURSE
OF
MATHEMATICS,
WHICH INCLUDES
All the Most Useful & Necessary Parts for a Man of War, & for
all those who wish to perfect themselves in
this Science.
FIRST VOLUME.
Which contains the Introduction to Mathematics, & the Elements
of Euclid.
By Mr. OZANAM, Professor of
Mathematics.
NEW EDITION REVIEWED AND CORRECTED.",summer_2025
Paris_1697,imprint,"[Vol. 1] IN PARIS, At JEAN JOMBERT's, near the Augustins.
M. DC. XCVII. WITH THE KING'S PRIVILEGE.",summer_2025
Lübeck_and_Frankfurt_1699,title,"Teutsch-Redender Euclides, Or Eight Books On The Beginnings Of The Art Of Measurement, In a new and entirely easy manner, For the benefit of all Generals, Engineers, Natural and Truth Seekers, Architects, Artists and Craftsmen Arranged and proven in the German language, By A. E. B. V. P.",summer_2025
Lübeck_and_Frankfurt_1699,imprint,"Lübeck and Franckfurt, In publication Johann Wiedemeyers, Anno 1699.",summer_2025
Naples_1701,title,"ELEMENTS
OF EUCLID,
Demonstrated in a new method, & concisely formerly
by
F. ELIAS ASTORINUS
THE CARMELITE OF CONSENTIUM;
BUT NOW
Indeed Reviewed, & Corrected by the same Author.",summer_2025
Naples_1701,imprint,"NAPLES, 1701.
From the Printing House of Felix Mosca.
With Permission of the Superiors.",summer_2025
Milan_1702,title,THE FIRST SIX BOOKS OF EUCLID TRANSLATED INTO THE VERNACULAR.,summer_2025
Milan_1702,imprint,"IN MILAN 1702. At the Press of Giacinto Brenna, heir of Lodouico Monza. With permission of the Superiors.",summer_2025
Naples_1702,title,EUCLID'S ELEMENTS from the Tradition of Federico Commandino,summer_2025
Naples_1702,imprint,NAPLES 1702 APPROVED CARLO PORPORA,summer_2025
London_1705,title,"EUCLIDE’S
ELEMENTS;
The whole Fifteen BOOKS
Compendiously Demonstrated.

To which is added
ARCHIMEDES
THEOREMS
Of the Sphere and Cylinder, investi-
gated by the Method of Indivisibles.

Never before in English.

By Isaac Barrow D. D. Late Master of
Trinity College in Cambridge.

Mathematical truths are the result of purified reasoning.",summer_2025
"Kiel,_Hamburg_and_Leipzig_1697",title,"Samuel Reyher, Doctor of Laws, Professor of Law and Mathematics at the Most Serene Ducal Holstein University. Euclid, presented in the German language, whose first six books are arranged in a special manner with algebraic symbols, in such a way that the proofs may also be used in other languages.",summer_2025
"Kiel,_Hamburg_and_Leipzig_1697",imprint,"Kiel, with Benjamin Schiller; available in Hamburg and Leipzig, in the year 1697.",summer_2025
Oxford_1703,title,"OF EUCLID
THE SURVIVING WORKS.

OF EUCLID
ALL THAT SURVIVES.

From the edition of DAVID GREGORY, M.D.
Savilian Professor of Astronomy, & Fellow of the Royal Society.",summer_2025
Oxford_1703,imprint,"OXFORD,
From the Sheldonian Theatre, A.D. 1703.",summer_2025
Oxford_1703,frontispiece,"Aristippus, the Socratic philosopher, when shipwrecked and cast ashore on the coast of the Rhodians,
is said to have noticed geometrical diagrams drawn there, and exclaimed to his companions:
“Let us take heart, for I see the traces of men.”
— Vitruvius, *Architecture*, Book 6, Preface

Drawn by Johannes Meyssens, engraved by Paulus Pontius.",summer_2025
Utrecht_n.d,title,"EUCLID.
Translated from the Latin language
into Dutch, adorned with beau-
tiful explanations and teachings from
the oldest naturalists and con-
trasting writers.

TOGETHER WITH
The Foundation of Surd
and Binomial numbers, all sim-
ply presented for the benefit of the
studious and brought to light.

By
C. V. N., Lover of Mathematics.",summer_2025
Utrecht_n.d,imprint,"IN UTRECHT. By the author, residing in the Schoonhuys.",summer_2025
Lyon_1603,title,"Of C. DYBVAD
ON
THE GEOMETRY OF EUCLID,
contained in the first six books of the Elements,
A Numerical Demonstration.

Addressed to
CHRISTIAN FRIIS,
Royal Chancellor.

Mathematics is not great by bulk but
by the clarity of well-ordered reasoning.
It is the light of divine knowledge,
a work of goodness, of soul and of mind.",summer_2025
Lyon_1603,imprint,"At Lyon,
From the press of Christophorus Guyotius.
At the expense of Ioannes Ioannides, bookseller of Armenia.
1613.",summer_2025
Paris_1667,title,"NEW ELEMENTS
OF
GEOMETRY;
CONTAINING,

Besides an entirely new order, and new
demonstrations of the most common
propositions,

New methods of showing which lines
are incommensurable,

New measures of the angle, which no one
had yet devised,

And new ways of finding and
demonstrating the proportion of Lines.",summer_2025
Paris_1667,imprint,"IN PARIS,
At Charles Savreux, Licensed Bookseller, at the foot of the Tower
of Notre-Dame, at the Sign of the Three Virtues.

1667.

WITH PRIVILEGE OF THE KING.",summer_2025
Lyon_1669,title,"GEOMETRICAL SYNOPSIS,
TO WHICH ARE ADDED
THREE TREATISES,
NAMELY,

On the line of sines and the cycloid,
On maxima and minima, in a set of one hundred,
And a Synopsis of Plane Trigonometry.

By HONORATUS FABER,
of the Society of Jesus.",summer_2025
Lyon_1669,imprint,"At Lyon,
With Antonius Molin,
opposite the College.

1669.
WITH PRIVILEGE OF THE KING.",summer_2025
Oxford_1705,title,"The English Euclide, being the first six Elements of geometry, translated out of the Greek, with annotations and useful supplements, by Edmund Scarburgh,...",summer_2025
Livorno_1709,title,"EUCLID
REFORMED,
OR THE ELEMENTS OF PLANE AND SOLID GEOMETRY,
A WORK,

In which many other things, but especially the Nature
and Properties of Ratio and Proportion,
are by a New Method
set forth more clearly than before by others, and more easily explained,
more firmly and more evidently demonstrated

by
ANGELO de MARCHETTIS,
Mathematician to the Royal Highness
FERDINAND,
PRINCE OF ETRURIA,
and Professor of Mechanical Sciences
at the University of Pisa.",summer_2025
Lisbon_1735,title,"ELEMENTS
OF
PLANE AND SOLID
GEOMETRY,
ACCORDING TO THE ORDER
OF
EUCLID,
PRINCE OF GEOMETERS:

Enlarged with three useful appendices:
the first on the Logistic of Proportions;
the second on selected Theorems of Archimedes;
and the third on the Quadratrix of Dinostratus,
for squaring the Circle and trisecting the Angle.

FOR THE USE OF THE ROYAL CLASS
Of the Sphere at the College of Santo Antão of the Society of
Jesus in Lisbon Occidental.

DEDICATED
TO THE MAJESTY OF THE KING
OUR LORD
DOM JOÃO V.

By its author Father
MANOEL DE CAMPOS
of the same Society.",summer_2025
Lisbon_1735,imprint,"WESTERN LISBON,
At the Rita-Cassiana Press.
1735.
With all necessary permissions.",summer_2025
Lisbon_1735,frontispiece,"He hath delivered it to their disputation.
(Ecclesiastes 3:11)

Drawn by Lucas Emanuel Gonçalves Ribeiro.
Engraved by Carolus Granat.
1728.",summer_2025
Paris_1739,title,"THE SCIENCE  
OF GEOMETERS,  
OR  
THE THEORY AND PRACTICE  
OF  
GEOMETRY.  

Containing not only what is included in the  
Elements of Euclid; but also Trigonometry, Longimetry,  
Altimetry, Leveling, Planimetry,  
Geodesy, the Method of Indivisibles, Conic Sections,  
Stereometry, Gauging, the measurement of Miters,  
Annular Bodies, Solids with curved, concave and convex edges,  
and Vaults of all kinds, and finally all that may concern  
the measurement of Bodies and their surfaces.  

A work composed in a new style and without any calculation,  
for the use of those who are not versed in Algebra, enriched with  
forty-seven copperplate engravings.  

By Abbé DEIDIER.",summer_2025
Paris_1739,imprint,"IN PARIS,  
At CHARLES-ANTOINE JOMBERT, Bookseller to the King  
for Artillery and Engineering, Rue Saint Jacques, opposite  
the Rue des Mathurins, at the Sign of Our Lady.  

1739.",summer_2025
Uppsala_1741,title,"EUCLID’S  
ELEMENTS  
THE FIRST SIX BOOKS  
TOGETHER WITH  
THE ELEVENTH  
AND  
TWELFTH.",summer_2025
Uppsala_1741,imprint,"UPPSALA, Printed by the Widow of B. Höjer.",summer_2025
Uppsala_1744,title,"EUCLID’S  
ELEMENTS  
or  
A THOROUGH INTRODUCTION  
to  
GEOMETRY,  

Published in the Swedish Language  
for the service of the Youth of the Realm  

by  
MÅRTEN STRÖMER,  
Adjunct in Philosophy at the Royal Academy in Uppsala  
and Member of the Royal Academy of Sciences  
in Stockholm.  

FIRST PART  
Containing the first six books.  

With the most gracious Privilege of His Royal Majesty.",summer_2025
Uppsala_1744,imprint,"UPPSALA,  
Sold at the bookshop of GOTTFRIED KIESEWETTER.  
1744.",summer_2025
Pisa_1658,title,"EUCLID
RESTORED,
Or,
THE ANCIENT ELEMENTS
OF GEOMETRY,
More briefly and easily composed,
In which especially
THE THEORIES OF PROPORTIONS
are presented in a new and stronger Method
BY IO: ALPHONSO BORELLI
formerly in the Messina, but now in the Pisa
Academy of Mathematics Professor.",summer_2025
Pisa_1658,imprint,"Pisis, from the Workshop of Francis Honophus.
1658.
With the permission of superiors.",summer_2025
Paris_1675,title,"ELEMENTS
OF
MATHEMATICS
OR
GENERAL PRINCIPLES
OF
ALL THE SCIENCES,
WHICH HAVE MAGNITUDES AS THEIR OBJECT.
CONTAINING A SHORT AND EASY METHOD
to compare these magnitudes & to discover their relationships by means of the characters of numbers, & the letters of the alphabet. In which things are demonstrated according to the Geometric order, & Analysis made much easier, & treated more thoroughly than has been done until now.",summer_2025
Paris_1675,imprint,"IN PARIS,
At André Pralard, Bookseller, rue Saint Jacques,
at the Occasion.
M. DC. LXXV.
(1675)
With the King's Privilege.",summer_2025
Rome_1680,title,"EVCLID
RESTORED
OR
THE ANCIENT GEOMETRIC ELEMENTS
Restored, and facilitated
BY
VITALE GIORDANO
FROM BITONTO.
Lecturer of Mathematics in the Royal Academy
established by the MOST CHRISTIAN KING in Rome.
BOOKS XV.
In which primarily is demonstrated the composition of
proportions according to the definition given
by its ancient Author.",summer_2025
Rome_1680,imprint,"IN ROME, For Angelo Bernabò.
M. DC. LXXX.
With License of the Superiors.",summer_2025
Paris_1685,title,"THE
ELEMENTS
OF
GEOMETRY
OR
OF THE MEASUREMENT
OF THE BODY.
Which include all that Euclid has taught: The most beautiful propositions of Archimedes & the Analysis.
By R. P. BERNARD LAMY,
Priest of the Oratory.",summer_2025
Paris_1685,imprint,"IN PARIS;
At ANDRE PRALARD's, St. Jacques Street,
at the Occasion.
M. DC. LXXXV.
WITH THE KING'S PRIVILEGE.",summer_2025
Nuremberg_1625,title,"EUCLID’S ELEMENTS
PRACTICAL,

Or
Extract of all Problems
and principal works from the
15 Books of Euclid.

Presented in the German language
for the benefit of all who delight
in the subtle and useful practice of Geometry
and the use of the compass,
By
Master Lucas Brunn, Electoral Saxon
Mathematician and Inspector
of the Kunstkammer in
Dresden.

Nuremberg,
Printed and published by Simon Halbmayer.",summer_2025
Glasgow_1756,title,"EUCLID’S  
ELEMENTS  

THE FIRST SIX BOOKS,  
TOGETHER WITH  
THE ELEVENTH AND TWELFTH,  

From the Latin version of  
FEDERICO COMMANDINO;  

With those corruptions removed with which these Books were once vitiated by THEON and others,  
And with some of Euclid’s demonstrations restored,  

By ROBERT SIMSON, M.D.  
Professor of Mathematics in the University of Glasgow.",summer_2025
Glasgow_1756,imprint,"GLASGOW,  
At the Academic Press,  
Printed by Robert and Andrew Foulis,  
Printers to the University.  
1756.",summer_2025
The_Hague_1758,title,"ELEMENTS  
OF  
GEOMETRY,  
CONTAINING  
THE FIRST SIX BOOKS  
OF EUCLID,  

Arranged in a new order, and adapted to the capacity of youth,  
under the direction  
of Professor Koenig,  
and revised  
by Mr. A. Kuypers.",summer_2025
The_Hague_1758,imprint,"THE HAGUE,  
At Henri Scheurleer, F.Z.  
1758.",summer_2025
Halle_1758,title,"Euclid’s Geometry, or the First Six Books of the Elements together with the Eleventh and Twelfth …",summer_2025
Paris_1794,title,"ELEMENTS  
OF  
GEOMETRY,  

WITH NOTES:  

By Adrien-Marie Legendre.  

If you know anything more correct than these,  
kindly impart it.",summer_2025
Paris_1794,imprint,"IN PARIS,  
At Firmin Didot, Rue de Thionville, No. 116,  
Bookseller for Mathematics and Architecture.  

Year II of the Republic.  
1794.",summer_2025
Naples_1810,title,The first six books of the Elements of Euclid ...,summer_2025
Nuremberg_1821,title,"Mathematical-Critical  
Treatment  
of the  
First Book  
of  
Euclid’s Elements,  

by  
Johann Wolfgang Müller,  
Professor of Mathematics at the Gymnasium  
in Nuremberg.  

With one copperplate.",summer_2025
Nuremberg_1821,imprint,"Nuremberg,  
at Riegel and Wiesner.  
1821.",summer_2025
Berlin_1824,title,"EUCLID’S  
ELEMENTS  

THE FIRST SIX BOOKS  

IN GREEK AND LATIN  

With commentary, chiefly illustrated from the writings  
of ancient and more recent mathematicians, and of Pfleiderer.  

Edited by  
JOHANN WILHELM CAMERER,  
Rector of the Stuttgart Gymnasium.  

Volume I, containing Books I–III:  

With ten plates.",summer_2025
Berlin_1824,imprint,"Berlin,  
At the press of G. Reimer.  
1824.",summer_2025
Lund_1855,title,"Translation and adaptation of the seventh, eighth, ninth, and tenth books of Euclid’s Elements ...",summer_2025
Leipzig_1883,title,"THE COMPLETE WORKS  
OF EUCLID.  

Edited by  
I. L. Heiberg and H. Menge.",summer_2025
Leipzig_1883,imprint,"Leipzig,  
At the house of B. G. Teubner.  
1885.",summer_2025
Antwerp_1665,title,"ELEMENTS
OF GEOMETRY
Plane and Solid.
To which are added selected
Theorems from Archimedes.
By
André Tacquet
of the Society of Jesus,

Priest and Professor of Mathematics.
What new has been achieved in each part,
the preface to the reader will declare.

Second, corrected edition.",summer_2025
Antwerp_1665,imprint,"At Antwerp,
Published by Jacob Meursius.
Year 1665.",summer_2025
Rome_1695,title,"EUCLID RESTORED,
or
The Ancient Elements of Geometry,

More briefly and easily composed,

In which especially the theories
of proportions are presented.

With the addition, in this fourth edition,
of Book VIII of the Arithmetics.

By Giovanni Alfonso Borelli,
a Neapolitan.",summer_2025
Rome_1695,imprint,"At Rome, 1695.
Printed by Dominicus Antonius Hercules, on Via Parionis.

With permission of the superiors.",summer_2025
Paris_1695,title,"The Elements of Geometry, or the Measurement of the Body, which include the Elements of Euclid and analysis, together with the finest propositions of Archimedes concerning the circle, the sphere, the cylinder, and the cone ...",summer_2025
Uppsala_1642,title,"OF MARTINUS E. GESTRINIUS
ON
THE GEOMETRY OF EUCLID
Six Books of Demonstrations.

In which the geometry of plane figures is presented
and clearly explained with brief notes.

At the author’s own cost and expense.",summer_2025
Uppsala_1642,imprint,"At Uppsala,
Printed by Eschillus Matthiae, printer of the Academy.
In the year of Christ 1632.",summer_2025
Mainz_1611_1612,title,"[General title page]: CHRISTOPHER CLAVIUS OF BAMBERG FROM THE SOCIETY OF JESUS MATHEMATICAL WORKS DISTRIBUTED IN 5 VOLUMES. Now corrected again by the author, and in many places expanded. To the Most Reverend and Illustrious Prince and Lord, LORD JOHANN GODEFRIED BISHOP of Bamberg, etc.
[Additional title page for vol. 1]: CHRISTOPHER CLAVIUS OF BAMBERG FROM THE SOCIETY OF JESUS, MATHEMATICAL WORKS
VOLUME ONE. Comprising Commentaries On Euclid's Geometric Elements, On Theodosius's Spherics, The Ratio & Tables of Sines, Tangents & Secants: The Treatment of Triangles, both Rectilinear and Spherical.",summer_2025
Strasbourg_1529,title,"ELEMENTARY
GEOMETRY, FROM EUCLID'S
Geometry, extracted by Johannes Vœgelin of Heilbronn,
for the benefit of all students of Mathematics.
GERARDUS NOVIOMAGUS
To the Reader:
What a point, what a line, circle, angle, sphere
Signify; these few elements teach.
From here you will learn the courses of the stars; so that you may revere
The Father, who created the earth, stars, and heavens.",summer_2025
Strasbourg_1529,imprint,"ARGENTORATI, at Christian
Egenolph. Year 1529.",summer_2025
Paris_1532,title,"OF ORONTIUS
FINEUS OF
DAUPHINÉ, ROYAL PROFESSOR
OF LIBERAL ARTS,
PROTOMATHESIS:
A work varied and no less useful
than pleasant to know, now for the first time
happily brought to light.
The universal index of which
is contained on the
reverse page.",summer_2025
Paris_1532,imprint,"PARIS
YEAR
1532.
With the grace & privilege of the Most Christian
King of the French, for a Decade.",summer_2025
Paris_1534a,title,"ELEMENTARY GEOMETRY
WITH, FROM EUCLID'S GEOMETRY, by JOHN Vægelin, of Hayl-
pronen, extracted for the benefit of all students of Mathematics
. : .",summer_2025
Paris_1534a,imprint,"PARIS
At Christian Wechel's under the Basel shield.
Year 1534.",summer_2025
Nuremberg_1539,title,"The First Book of Geometry.
A brief instruction on what and upon what
Geometry is founded, and how one / according to the guidance of the same / with the compass and straightedge / should divide all kinds of lines / surfaces / and bodies / and in a given proposition / should make. Compiled from proven teachings / of the aforementioned liberal art / for all enthusiasts of the same / as an introduction / and for all skilled craftsmen for special use and advantage.
By Wolfgang Schmid, Master of Calculation
in Bamberg.
The art that stands in Euclid
Is far too hidden for many
Here it is made very easy and simple
Through this guidance / well considered.
Printed in Nuremberg.
With Roman Imperial and Royal Majesty's
Privilege for VI years.",summer_2025
Basel_1546b,title,"The Fifteen Books of the Elements of Geometry by the most illustrious mathematician Euclid of Megara.
With the exposition of Theon on the first thirteen, translated into Latin by Bartholomew of Venice, Campanus on all, & Hypsicles of Alexandria on the last two.
To these are added the Phenomena, Catoptrics & Optics, then the Protheoria of Marinus & the Data,
Finally, the little work on the Light and the Heavy, hitherto unseen, by the same author.",summer_2025
Basel_1546b,imprint,"BASEL, BY JOHANN HERVAGIUS,
IN THE MONTH OF AUGUST, YEAR
1546.
With Imperial privilege.",summer_2025
ustc-44,title,"GEOMETRY
PRACTICAL, COMPOSED
by the noble Philosopher master Charles
de Bouelles, & newly by
him reviewed, augmented, &
greatly en-
riched.",summer_2025
ustc-44,imprint,"IN PARIS,
At Guillaume Cauellat's at the sign of the Clawing Hen,
in front of the Cambray college.
1555.
leonard à botailly To His Son",summer_2025
Paris_1557a,title,"EUCLID'S OPTICS AND CATOPTRICS. Euclidis Optica & Catoptrica, never before published in Greek.
THE SAME RENDERED INTO LATIN BY Ioannes Pena, Royal Mathematician.	Preceded by a preface by the same Ioannes Pena on the use
of Optics, TO THE MOST ILLUSTRIOUS PRINCE CHARLES OF LORRAINE, CARDINAL.",summer_2025
Paris_1557a,imprint,"PARIS, At Andrew Wechel, under Pegasus, in Bellouac Street: Year of Salvation, 1557.",summer_2025
Paris_1557b,title,"EUCLID'S INTRODUCTION TO HARMONICS. The same author's division of the canon. Euclid's Rudiments of MUSIC. The same section of the harmonic rule. Taken from the Royal Library, and now for the first time printed in Greek & Latin, interpreted by John Pena, Royal Mathematician. TO THE MOST ILLUSTRIOUS PRINCE CHARLES OF LORRAINE, CARDINAL.",summer_2025
Paris_1557b,imprint,"PARIS, At Andrew Wechel's, under Pegasus, in Bellouac Street: In the Year of Salvation, 1557. WITH THE PRIVILEGE OF THE KING.",summer_2025
Strasbourg_1557,title,"EUCLID'S CATOPTRICS. EVCLIDIS CATOPTRICA, THAT IS
THE ELEMENTS of that science, by which the entire power and nature of mirrors is explained: first in Greek, never before published: & now translated into Latin by Conrad Dasypodius with a new translation.",summer_2025
Strasbourg_1557,imprint,ARGENTORATI. 1557.,summer_2025
Messina_1558,title,"THEODOSIUS' SPHERICAL ELEMENTS BOOKS.
III. From the tradition of Maurolycus of Messina, Mathematician. MENELAUS' SPHERICAL BOOKS III. From the tradition of the same. MAUROLYCUS' SPHERICAL BOOKS II. AUTOLYCUS ON THE SPHERE, WHICH MOVES Book.   THEODOSIUS ON HABITATIONS. EU-
CLID'S PHENOMENA Most briefly demonstrated. Demonstration & practice of three tables namely of the Right Sine, Fertile, & Beneficial pertaining to Spherical triangles. COMPENDIUM OF MATHEMATICS with remarkable brevity from the most illustrious Authors. Maurolycus' discourse on the Sphere.",summer_2025
Paris_1565a,title,"THE BOOK OF ARCHIMEDES ON FLOATING BODIES, ALSO CALLED ON THINGS FALLING IN THE FLUID, TRANSLATED AND
COMMENTED by Pierre Forcadel of Bezies, ordinary lecturer of the King
in Mathematics at the University of Paris. Together with what is found from the Book of Euclid titled on the light & the heavy translated & commented by the same Forcadel.",summer_2025
Paris_1565a,imprint,"IN PARIS. At Charles Perier's, residing on S. Jean de Beauvais street, at the Bellerophon. 1565. WITH THE KING'S PRIVILEGE.",summer_2025
Paris_1566b,title,"The Book of Music by Euclid translated by P. Forcadel, the King's lecturer in Mathematics.",summer_2025
Paris_1566b,imprint,"IN PARIS, At Charles Perier's, at the Bellerophon, S. Iehan de Beauvais street. 1566.",summer_2025
Valencia_1569,title,"ELEMENTS of Arithmetic, and
GEOMETRY, TO
all disciplines, especially Aristotelian Dialectic, and Philosophy, exceedingly necessary, extracted from Euclid.
Authored by Pedro Monçono of Valencia.",summer_2025
Valencia_1569,imprint,"VALENTIAE,
From the printing house of Peter à Huete,
in the herb street.
1569.",summer_2025
Florence_1573,title,"THE PERSPECTIVE OF EUCLID, In which those things are discussed, that are seen by straight rays: & those, that appear with reflected rays in MIRRORS. Translated by R. P. M. Egnatio Danti Cosmographer of the Most Serene Grand Duke of Tuscany. With some of his Annotations on the most important places. TOGETHER WITH THE PERSPECTIVE OF Heliodorus of Larissa Extracted from the Vatican Library, and translated by the same newly brought to light.",summer_2025
Florence_1573,imprint,In FLORENCE. At the Printing House of Giunti. 1573. With license & Privilege.,summer_2025
ustc-32,title,"THE ARITHMETIC
OF NICOLAS
TARTAGLIA BRESCIAN,
GREAT MATHEMATICIAN,
AND PRINCE OF PRACTITIONERS.
Divided into two parts.
The explanation will be seen on the following page.
Collected, & translated from Italian into French, by
GUILLAUME GOSSELIN of Caen.
With all the Mathematical demonstrations: & several in-
ventions by said GOSSELIN, scattered each
in its place
To the most Illustrious & Virtuous Princess MA R.
GVERITE of France, Queen of Navarre.
FIRST PART.
V.
2123.",summer_2025
ustc-32,imprint,"IN PARIS,
At Gilles Beys, rue S. Jacques, at the White Lily.
1578.
WITH THE PRIVILEGE OF THE KING.",summer_2025
Madrid_1585,title,"THE PERSPECTIVE, AND SPECULATIONS OF Euclid. Translated into common Castilian, and addressed to the S. C. R. M. of King Philip our Lord. By Pedro Ambrosio Onderiz his servant.",summer_2025
Madrid_1585,imprint,"IN MADRID. In the house of the widow of Alonso Gomez. Year.
M.D.LXXXV.",summer_2025
Ferrara_1587,title,"OF THE
NEW GEOMETRY
BY FRANC. PATRICI
BOOKS XV.
In which, with admirable order, and with demonstrations of astonishing ease and strength greater than those used, it is shown that Mathematics
by a Royal way, and more straightforward than
done by the ancients, can
be treated.
To the Most Serene Charles Emmanuel
Duke of Savoy etc.
NOTHING IS DIFFICULT
FOR THE WILLING",summer_2025
Ferrara_1587,imprint,"IN FERRARA,
By Vittorio Baldini Ducal Printer. 1587.",summer_2025
Tours_1593,title,"Francis Vieta's
Various Responses on Mathematical Matters,
Book VIII.
Whose main topics are,
On the Duplication of the Cube, & the Squaring of the Circle.
Which includes
Πρόχειρον, or the Methodical Use of the Mathematical Canon.",summer_2025
Tours_1593,imprint,"Turonis,
At Iamettus Mettayer,
Royal Printer.
1593",summer_2025
Leiden_1599,title,EUCLID'S Optics & Catoptrics translated from Greek BY IOANNES PENA Royal Mathematician. TO the Most Illustrious Prince Charles of Lorraine Cardinal.,summer_2025
Leiden_1599,imprint,LEIDEN OF THE BATAVIANS From the Printing House of Christophorus Guyot. 1601.,summer_2025
ustc-29,title,"Comma preſſs mony ſrien xxx
THE GEOMETRY
AND
GENERAL PRACTICE
OF THE SAME.
To the Most Christian King of France
& of Navarre,
By J. Errard of Bar-le-duc, Ordinary Engineer
of His Majesty.
SECOND EDITION.",summer_2025
ustc-29,imprint,"IN PARIS,
At WILLIAM AURAY at the top of the street
St. John of Beauvais, at the Crowned Bellerophon.
Year 1602.
With the Privilege of the King.
Do not remove from this Library. Out of obedience:",summer_2025
Paris_1604,title,"EUCLID'S OPTICS AND CATOPTRICS TRANSLATED FROM GREEK
BY IOAN. Pena, the King's Mathematician. Prefixed to this is the same Ioan Pena's preface on the use of Optics, TO THE MOST ILLUSTRIOUS PRINCE CHARLES OF LORRAINE, CARDINAL.",summer_2025
Paris_1604,imprint,"PARIS, From the workshop of Dionysius Duvallius, Bellovaca Street.
1604.",summer_2025
ustc-16,title,"THE MANUFACTURE
AND USE OF THE
RADIOMETER. A GEOMETRIC
AND ASTRONOMIC INSTRU-
MENT, USEFUL BOTH AT SEA AND ON LAND.
INVENTED BY PIERRE LE CONTE,
native of Cheuerain in Hainaut, & Bachelor
in the faculty of Medicine in Paris.
AND DEDICATED,
To His Most Reverend Lord Archbishop of Sens,
Primate of the Gauls, & of Germany, Grand Almoner
of France, & Counselor to the King in his
State & Private Councils, &c.",summer_2025
ustc-16,imprint,"IN PARIS,
At TOVSSAINCTS DV BRAY, at the Palace
in the gallery of the Prisoners.
1604.
With the King's Privilege.",summer_2025
ustc-8,title,"GEOMETRY
PRACTICAL, COMPOSED
BY NOBLE PHILOSOPHER
M. Charles de Bouïelles, formerly
Canon of Noyon.
WITH
A Treatise on Geometric measures, of accessible
or inaccessible heights. And of all things full or deep, according
to their length, width, & depth: by M. Jean Pierre de
Melmes, very excellent Mathematician, augmented by him
with some Annotations.
PLUS
The Art of measuring all Rectilinear surfaces drawn from
the Elements of Euclid. By M. Jean des Meliers of Amiens
Reader & Professor of the King in Mathematics.
With Tables of the chapters contained in the said books.
IN ME DEATH.
IN ME LIFE.",summer_2025
ustc-8,imprint,"IN PARIS,
At Denise Cavellat's, on Mount
St. Hilaire, at the sign of the Pelican.
M. DCV X.",summer_2025
ustc-22,title,"THE MAKING
AND USE OF THE
RADIOMETER. A GEOMETRIC
AND ASTRONOMIC INSTRU-
MENT, Useful both at Sea and on Land.
INVENTED BY PIERRE LE CONTE,
native of Cheurenain in Hainaut, & Bachelor
in the faculty of Medicine in Paris.
AND DEDICATED,
To His Most Reverend Lordship the Archbishop of Sens,
Primate of the Gauls, & of Germany, Grand Almoner
of France & Counselor to the King in his
State & Private Councils, &c.",summer_2025
ustc-22,imprint,"IN PARIS,
At TOUSSAINTS DU BRAY, at the Palace
in the gallery of the Prisoners.
1605.
With the King's Privilege.",summer_2025
ustc-43,title,"GEOMETRY
PRACTICAL, COMPOSED
BY NOBLE PHILOSOPHER
M. Charles de Bouëlles, formerly
Canon of Noyon.
WITH
A Treatise on Geometric measures, of accessible
or inaccessible heights: & of all things full or deep, according
to their length, width, & depth, by M. Jean Pierre de
Mesmes, very excellent Mathematician, augmented by him with some Annotations.
PLUS
The Art of measuring all Rectilinear surfaces drawn from
the Elements of Euclid. By M. Jean des Mersliers of Amiens
Reader & Professor of the King in Mathematics.
With Tables of the chapters contained in said books.
IN ME DEATH
IN ME LIFE
IN ME LIFE",summer_2025
ustc-43,imprint,"IN PARIS.
At Denise Cavellat's, on Mount
St. Hilaire, at the sign of the Pelican.
M. DCV. X.",summer_2025
ustc-14,title,"GEOMETRY.
AND PRACTICAL HOROLOGY,
CONTAINING THE
DESCRIPTION, MANUFACTURE
& use of Sundials.
BY
JEAN BULLANT, ARCHITECT OF
the high and mighty Lord, Monseigneur the Duke of
Montmorency, Peer & Constable
of France.
ENLARGED
With the property & use of Quadrants invented by Oronce Finé
of Dauphiné, Reader & Professor to the King in the Mathe-
matical sciences, & by Peter Apian, an excellent Mathe-
matician. The whole easily explained by
Claude de Boissière of Dauphiné.
With Tables of the Chapters contained in said books.
IN ME DEATH
IN ME LIFE.",summer_2025
ustc-14,imprint,"IN PARIS,
At DENISE CAVELLAT's, at Mount
St. Hilaire at the sign of the Pelican.
M. DC VIII.",summer_2025
